IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
PR-02.226;TRADIÇÕES AMAZÔNIA ATLÂNTICA;PRODAV 01;2013;16.423.018/0001-36;GRIOT PRODUCOES CINEMATOGRAFICAS EIRELI - ME;16.423.018/0001-36;GRIOT PRODUCOES CINEMATOGRAFICAS EIRELI - ME;;;11/07/2018; 1400000,00;19/07/2018; 1400000,00
PR-02.215;VIAGEM À XIBALBÁ;PRODAV 05;2016;14.128.876/0001-22;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;14.128.876/0001-22;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;;;11/07/2018; 150000,00;23/07/2018; 150000,00
PR-02.251;ZIGOTTO;PRODAV 03;2016;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;;;11/07/2018; 1000000,00;19/07/2018; 1000000,00
PR-02.254;A HISTÓRIA DO MEU NOME;PRODECINE 06;2015;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;18/07/2018; 167757,87;26/07/2018; 167757,87
PR-02.217;A MULHER SEM CHÃO;PRODECINE 01;2016;20.357.494/0001-73;MUAMBA ESTUDIO LTDA ME;20.357.494/0001-73;MUAMBA ESTUDIO LTDA ME;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;18/07/2018; 330000,00;31/01/2019; 330000,00
PR-02.241;AMOR À QUEIMA-ROUPA;PRODAV 02 - PROJETO DERIVADO;2016;06.842.017/0001-72;FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.;06.842.017/0001-72;FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;18/07/2018; 375000,00;26/07/2018; 375000,00
PR-02.255;BALACLAVA;PRODAV 02 - PROJETO DERIVADO;2016;03.958.889/0001-02;MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME;03.958.889/0001-02;MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;18/07/2018; 1100000,00;16/08/2018; 1100000,00
PR-02.239;CONVERSANDO COM EINSTEIN;PRODECINE 01;2016;07.337.401/0001-80;ANÁGUA FILMES LTDA.;07.337.401/0001-80;ANÁGUA FILMES LTDA.;07.337.401/0001-80;ANÁGUA FILMES LTDA.;18/07/2018; 2000000,00;08/04/2019; 2000000,00
PR-02.202;DE LONGE TODA SERRA É AZUL;PRODECINE 01;2016;07.206.747/0001-40;OLHO FILMES PRODUCOES EIRELI - ME;07.206.747/0001-40;OLHO FILMES PRODUCOES EIRELI - ME;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;18/07/2018; 700000,00;28/08/2018; 700000,00
PR-02.219;DESVENTURAS DE UM PAI DE PRIMEIRA VIAGEM;PRODAV 05;2016;11.004.944/0001-53;LABUTA PROD ARTISTICAS LTDA;11.004.944/0001-53;LABUTA PROD ARTISTICAS LTDA;;;18/07/2018; 149985,00;31/07/2018; 149985,00
PR-02.242;O HOTEL SILVESTRE DE ANA FLOR;PRODAV 02 - PROJETO DERIVADO;2013;02.683.477/0001-44;LD LABORATÓRIO DE DESENHOS LTDA;02.683.477/0001-44;LD LABORATÓRIO DE DESENHOS LTDA;18.651.835/0001-77;ZOOMOO PROGRAMADORA SA.;18/07/2018; 1081000,00;26/07/2018; 1081000,00
PR-02.204;OLHA PRO CÉU, MEU AMOR;PRODAV 05;2016;23.481.856/0001-21;STUDIO F3 LTDA;23.481.856/0001-21;STUDIO F3 LTDA;;;18/07/2018; 100000,00;09/08/2018; 100000,00
PR-02.245;PÉ DE LÍRIO;PRODAV 05;2016;21.567.273/0001-92;FOREST - COMUNICAÇÃO SOCIOAMBIENTAL;21.567.273/0001-92;FOREST - COMUNICAÇÃO SOCIOAMBIENTAL;;;18/07/2018; 150000,00;02/08/2018; 150000,00
PR-02.085;PERTENCES;PRODAV 02 - PROJETO DERIVADO;2016;08.798.008/0001-57;SEGUNDA-FEIRA FILMES PRODUÇÕES ARTÍSTICAS LTDA. - ME;08.798.008/0001-57;SEGUNDA-FEIRA FILMES PRODUÇÕES ARTÍSTICAS LTDA. - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;18/07/2018; 412280,00;23/07/2018; 412280,00
PR-02.195;PORQUE A GENTE ESQUECE;PRODAV 05;2016;94.307.840/0001-45;TEMPO SERVIÇOS DE PRODUÇÃO LTDA;94.307.840/0001-45;TEMPO SERVIÇOS DE PRODUÇÃO LTDA;;;18/07/2018; 100000,00;09/08/2018; 100000,00
PR-02.237;SEGUNDO TEMPO;PRODECINE 04;2013;06.096.915/0001-29;MIRAÇÃO FILMES LTDA;06.096.915/0001-29;MIRAÇÃO FILMES LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;18/07/2018; 1353267,34;26/07/2018; 1353267,34
PR-02.200;SHÄYA E O ESPELHO;PRODAV 05;2016;03.138.801/0001-06;STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;03.138.801/0001-06;STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;;;18/07/2018; 150000,00;26/07/2018; 150000,00
PR-02.262;TODOS OS MORTOS;PRODECINE 01;2016;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;18/07/2018; 1500000,00;09/08/2018; 1500000,00
PR-02.238;A MOÇA DO CALENDÁRIO;PRODECINE 03;2016;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;26/07/2018; 200000,00;31/07/2018; 200000,00
PR-02.249;CAMINHOS PLURAIS ;PRODAV 02 - PROJETO DERIVADO;2016;05.270.790/0001-49;ACCORDE FILMES LTDA.;05.270.790/0001-49;ACCORDE FILMES LTDA.;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;26/07/2018; 583000,00;31/07/2018; 583000,00
PR-02.280;DENTE POR DENTE ;PRODAV 06;2016;02.008.424/0001-28;ATC ENTRETENIMENTOS LTDA.;02.008.424/0001-28;ATC ENTRETENIMENTOS LTDA.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;26/07/2018; 1350000,00;31/07/2018; 1350000,00
PR-02.192;ECO;PRODAV 05;2016;15.288.201/0001-03;ÉBANO PRODUÇÕES CINEMATOGRÁFICAS E CULTURAIS LTDA ME;15.288.201/0001-03;ÉBANO PRODUÇÕES CINEMATOGRÁFICAS E CULTURAIS LTDA ME;;;26/07/2018; 150000,00;09/08/2018; 150000,00
PR-02.263;FARÂNDOLA;PRODAV 05;2016;00.953.135/0001-71;DEUSDARA FILMES LTDA - ME;00.953.135/0001-71;DEUSDARA FILMES LTDA - ME;;;26/07/2018; 100000,00;09/08/2018; 100000,00
PR-02.229;FAVELA HIGH TECH;PRODECINE 02;2016;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;26/07/2018; 3000000,00;05/09/2019; 3000000,00
PR-02.257;GAFAS AMARILLAS (ÓCULOS DE SOL AMARELOS);PRODECINE 06;2015;15.588.308/0001-77;PERSONA NON GRATA PICTURES - PRODUÇÕES E PROJETOS CINEMATOGRAFICOS LTDA - ME;15.588.308/0001-77;PERSONA NON GRATA PICTURES - PRODUÇÕES E PROJETOS CINEMATOGRAFICOS LTDA - ME;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;26/07/2018; 250000,00;13/08/2018; 250000,00
PR-02.230;MACABRO;PRODAV 06;2016;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;26/07/2018; 1000000,00;31/07/2018; 1000000,00
PR-02.213;MULHERES ALTERADAS;PRODECINE 02;2016;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;02.525.725/0001-29;O2 CINEMA LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;26/07/2018; 3000000,00;16/08/2018; 3000000,00
PR-02.260;NA BOCA DO POVO - 2ª TEMPORADA;PRODAV 01;2013;03.189.055/0001-80;ABBAS FILMES LTDA.;03.189.055/0001-80;ABBAS FILMES LTDA.;;;26/07/2018; 899030,00;31/07/2018; 899030,00
PR-02.233;O SEQUESTRO DO VOO 302;PRODAV 05;2016;09.473.743/0001-53;BAIAO DE DOIS FILMES LTDA - ME;09.473.743/0001-53;BAIAO DE DOIS FILMES LTDA - ME;;;26/07/2018; 100000,00;09/08/2018; 100000,00
PR-02.189;PASSARINHAS - MULHERES INSPIRADORAS;PRODAV 02 - PROJETO DERIVADO;2016;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;29.527.413/0001-00;FUNDACAO ROBERTO MARINHO;26/07/2018; 342972,80;31/07/2018; 342972,80
PR-02.267;PRAIA DA SAUDADE;PRODAV 06;2016;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;26/07/2018; 150833,98;31/07/2018; 150833,98
PR-02.275;PRAIA DA SAUDADE;PRODAV 06;2017;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;26/07/2018; 133079,84;09/08/2018; 133079,84
PR-02.220;UMA TRAGÉDIA AMERICANA;PRODAV 05;2016;39.016.878/0001-50;ILLUD TEMPUS COMÉRCIO E SERVIÇOS LTDA;39.016.878/0001-50;ILLUD TEMPUS COMÉRCIO E SERVIÇOS LTDA;;;26/07/2018; 100000,00;09/08/2018; 100000,00
PR-02.265;UMA VIAGEM INESPERADA;PRODECINE 03;2016;12.126.484/0001-07;BOULEVARD FILMES LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;26/07/2018; 100000,00;31/07/2018; 100000,00
PR-02.243;A CARRINHA;PRODECINE 08;2017;02.238.621/0001-33;BURITI FILMES LTDA;02.238.621/0001-33;BURITI FILMES LTDA;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01/08/2018; 487635,00;;
PR-02.276;AMAZONITA;PRODAV 02 - PROJETO DERIVADO;2013;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;18.651.835/0001-77;ZOOMOO PROGRAMADORA SA.;01/08/2018; 1001000,00;06/08/2018; 1001000,00
PR-02.246;ANIMADINOS;PRODAV 05;2016;14.875.821/0001-86;MANDRIL PRODUCOES CINEMATOGRAFICAS E TREINAMENTO LTDA;14.875.821/0001-86;MANDRIL PRODUCOES CINEMATOGRAFICAS E TREINAMENTO LTDA;;;01/08/2018; 150000,00;09/08/2018; 150000,00
PR-02.288;FESTIVAL PERMANENTE DO MINUTO;SAV/MINC 11;2018;66.708.900/0001-04;UM MINUTO PRODUÇÕES CULTURAIS EIRELI;;;;;01/08/2018; 300000,00;06/08/2018; 300000,00
PR-02.284;INVISIBLE;PRODECINE 03;2016;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;01/08/2018; 200000,00;06/08/2018; 200000,00
PR-02.252;O ALECRIM E O SONHO;PRODECINE 01;2016;23.064.648/0001-27;PONTA NEGRA FILMES LTDA-ME;23.064.648/0001-27;PONTA NEGRA FILMES LTDA-ME;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;01/08/2018; 1200000,00;09/08/2018; 1200000,00
PR-02.268;PRO DIA NASCER FELIZ 2;PRODAV 06;2016;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;01/08/2018; 1000000,00;06/08/2018; 1000000,00
PR-02.278;UMA NOITE ANTES DO NATAL;PRODAV 06;2017;09.028.371/0001-56;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;09.028.371/0001-56;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;09.028.371/0001-56;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;01/08/2018; 1000000,00;06/08/2018; 1000000,00
PR-02.296;22º FLORIANÓPOLIS AUDIOVISUAL MERCOSUL - FAM 2018;SAV/MINC 11;2018;07.171.007/0001-15;TIAGO SANTOS ME;;;;;08/08/2018; 200000,01;13/08/2018; 200000,01
PR-02.244;A TERCEIRA ERA DO ESPÍRITO SANTO: A FÉ, A FESTA E A UTOPIA;PRODAV 02 - PROJETO DERIVADO;2016;10.505.568/0001-18;CARIRI PRODUÇÕES ARTÍSTICAS LTDA.;10.505.568/0001-18;CARIRI PRODUÇÕES ARTÍSTICAS LTDA.;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;08/08/2018; 950000,00;28/08/2018; 950000,00
PR-02.270;ANA BOLINHA;PRODAV 05;2016;10.220.793/0001-08;CAFUNDÓ ESTÚDIO CRIATIVO EIRELI;10.220.793/0001-08;CAFUNDÓ ESTÚDIO CRIATIVO EIRELI;;;08/08/2018; 150000,00;16/08/2018; 150000,00
PR-02.258;CÂMERA DE ESPELHOS;PRODECINE 03;2016;04.178.239/0001-07;ALUMIA PRODUCAO DE FILMES LTDA;04.178.239/0001-07;ALUMIA PRODUCAO DE FILMES LTDA;21.805.885/0001-76;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;08/08/2018; 199475,00;30/08/2018; 199475,00
PR-02.247;DEFENSORXS - PANORAMA XXI;PRODAV 05;2016;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;;;08/08/2018; 70000,00;13/08/2018; 70000,00
PR-02.299;HQUEM - A ARTE DE DESENHAR HISTÓRIAS;PRODAV 01;2013;73.364.879/0001-24;FBL E ASSOCIADOS, COMUNICAÇÕES LTDA;73.364.879/0001-24;FBL E ASSOCIADOS, COMUNICAÇÕES LTDA;;;08/08/2018; 1117470,00;13/08/2018; 1117470,00
PR-02.304;IRMÃO DO JOREL E JOGO MAIS IMPORTANTE DA GALÁXIA ;PRODAV 14;2017;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;;;08/08/2018; 499574,39;11/09/2018; 499574,39
PR-02.281;JENIPAPO - A FRONTEIRA DA INDEPENDÊNCIA;PRODAV 01;2013;06.842.017/0001-72;FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.;06.842.017/0001-72;FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.;;;08/08/2018; 1999999,00;13/08/2018; 1999999,00
PR-02.285;LONDON EYE;PRODAV 05;2016;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;;;08/08/2018; 100000,00;13/08/2018; 100000,00
PR-02.312;O PALESTRANTE MOTIVACIONAL;PRODAV 06;2017;03.987.306/0001-71;CAMISA LISTRADA LTDA;03.987.306/0001-71;CAMISA LISTRADA LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;08/08/2018; 3013500,00;16/08/2018; 3013500,00
PR-02.266;OBJETOS PERDIDOS OU A HISTÓRIA DAS DUAS ÚNICAS PESSOAS NO PLANETA TERRA;PRODAV 06;2016;03.435.290/0001-94;FILMES MAIS LTDA;03.435.290/0001-94;FILMES MAIS LTDA;12.580.503/0001-62;PARIS PRODUÇÕES CINEMATOGRÁFICAS LTDA;08/08/2018; 1376305,94;13/08/2018; 1376305,94
PR-02.231;OS SAPOS;PRODECINE 01;2016;11.422.855/0001-27;GAMAROSA FILMES LTDA.;11.422.855/0001-27;GAMAROSA FILMES LTDA.;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;08/08/2018; 770000,00;13/08/2018; 770000,00
PR-02.293;OVELINA;PRODAV 05;2016;10.220.793/0001-08;CAFUNDÓ ESTÚDIO CRIATIVO EIRELI;10.220.793/0001-08;CAFUNDÓ ESTÚDIO CRIATIVO EIRELI;;;08/08/2018; 150000,00;16/08/2018; 150000,00
PR-02.256;POLTERGAY;PRODECINE 01;2016;46.397.220/0001-00;MOVI & ART PRODUCOES CINEMATOGRAFICAS EIRELI;46.397.220/0001-00;MOVI & ART PRODUCOES CINEMATOGRAFICAS EIRELI;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;08/08/2018; 2000000,00;22/10/2018; 2000000,00
PR-02.297;16º FESTIVAL INTERNACIONAL DE CINEMA INFANTIL;SAV/MINC 11;2018;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;;;;;15/08/2018; 250000,00;20/08/2018; 250000,00
PR-02.329;17ª MOSTRA DE CINEMA INFANTIL;SAV/MINC 11;2018;04.703.940/0001-06;LUME PRODUÇÕES CULTURAIS LTDA;;;;;15/08/2018; 168588,00;20/08/2018; 168588,00
PR-02.298;4º CINE.EMA - FESTIVAL DE CINEMA AMBIENTAL DO ESPÍRITO SANTO COM ITINERÂNCIA E SEMINÁRIO DE MERCADO AUDIOVISUAL AMBIENTAL;SAV/MINC 11;2018;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;;;;;15/08/2018; 100000,00;20/08/2018; 100000,00
PR-02.295;7ª MOSTRA ECOFALANTE DE CINEMA AMBIENTAL;SAV/MINC 11;2018;09.536.701/0001-14;DANIELA DE OLIVEIRA CYRINO GUARIBA - ME;;;;;15/08/2018; 100000,00;23/08/2018; 100000,00
PR-02.303;7º FECIN - FESTIVAL DE TV E CINEMA DO INTERIOR DO ESPÍRITO SANTO MUQUI 2018;SAV/MINC 11;2018;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;;;;;15/08/2018; 160000,00;20/08/2018; 160000,00
PR-02.330;A CABEÇA DE GUMERCINDO SARAIVA;PRODECINE 04;2013;05.456.798/0001-02;WALPER RUAS PRODUÇÕES LTDA;05.456.798/0001-02;WALPER RUAS PRODUÇÕES LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;15/08/2018; 847531,15;23/08/2018; 847531,15
PR-02.282;AS CORES DA SERPENTE;PRODECINE 03;2016;04.979.755/0001-30;DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA;04.979.755/0001-30;DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA;04.979.755/0001-30;DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA;15/08/2018; 100000,00;20/08/2018; 100000,00
PR-02.320;AZUL CELESTE;PRODAV 01;2013;22.971.615/0001-06;DROMEDARIO CINEMA E VIDEO LTDA - EPP;22.971.615/0001-06;DROMEDARIO CINEMA E VIDEO LTDA - EPP;;;15/08/2018; 2560000,00;20/08/2018; 2560000,00
PR-02.059;BECO;ARRANJOS REGIONAIS;2015;06.905.794/0001-19;AC CAVALCANTE SERVIÇOS LTDA.;06.905.794/0001-19;AC CAVALCANTE SERVIÇOS LTDA.;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;15/08/2018; 150280,00;13/09/2018; 150280,00
PR-02.292;CAIXAS MÁGICAS;PRODAV 01;2013;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;;;15/08/2018; 810260,00;20/08/2018; 810260,00
PR-02.210;CASA DO OCULTO;PRODAV 05;2016;14.264.518/0001-47;CHATRONE AMERICA LATINA - PRODUÇÕES CINEMATOGRÁFICAS LTDA.;14.264.518/0001-47;CHATRONE AMERICA LATINA - PRODUÇÕES CINEMATOGRÁFICAS LTDA.;;;15/08/2018; 150000,00;13/09/2018; 150000,00
PR-02.272;CIDADE PORTO;PRODAV 07;2015;09.124.563/0001-66;SANTA LUZIA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;09.124.563/0001-66;SANTA LUZIA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;09.124.563/0001-66;SANTA LUZIA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;15/08/2018; 201000,00;23/08/2018; 201000,00
PR-02.336;DENTE POR DENTE ;PRODECINE 02;2016;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;02.008.424/0001-28;ATC ENTRETENIMENTOS LTDA.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;15/08/2018; 2087500,00;28/08/2018; 2087500,00
PR-02.287;FICA MAIS ESCURO ANTES DO AMANHECER;PRODECINE 03;2016;09.942.377/0001-34;ZERO K FILMES LTDA - ME;09.942.377/0001-34;ZERO K FILMES LTDA - ME;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;15/08/2018; 150000,00;20/08/2018; 150000,00
PR-02.269;LA TEORIA DE LOS VIDRIOS ROTOS;PRODECINE 09;2017;08.267.476/0001-03;OKNA PRODUÇÕES CULTURAIS LTDA;08.267.476/0001-03;OKNA PRODUÇÕES CULTURAIS LTDA;08.267.476/0001-03;OKNA PRODUÇÕES CULTURAIS LTDA;15/08/2018; 468495,00;19/11/2019; 468495,00
PR-02.334;LAMAÇAL;PRODECINE 07;2017;04.937.797/0001-09;GP7 CINEMA LTDA;04.937.797/0001-09;GP7 CINEMA LTDA;28.083.221/0001-90;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;15/08/2018; 821925,00;24/01/2019; 821925,00
PR-02.291;LOBO DO LOBO;PRODAV 01;2013;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;;;15/08/2018; 1059322,00;20/08/2018; 1059322,00
PR-02.264;LUÍZA E A PISCINA;PRODAV 05;2016;16.652.799/0001-30;MARIANA MENDONCA COBRA DE CARVALHO;16.652.799/0001-30;MARIANA MENDONCA COBRA DE CARVALHO;;;15/08/2018; 100000,00;11/09/2018; 100000,00
PR-02.283;NEOJIBA;PRODAV 01;2013;09.023.910/0001-64;NICLO CONTEUDO E ENTRETENIMENTO LTDA - EPP;09.023.910/0001-64;NICLO CONTEUDO E ENTRETENIMENTO LTDA - EPP;;;15/08/2018; 400000,00;20/08/2018; 400000,00
PR-02.314;O PUGILISTA;PRODAV 06;2017;19.069.618/0001-36;BRAVURA CINEMATOGRÁFICA LTDA.;19.069.618/0001-36;BRAVURA CINEMATOGRÁFICA LTDA.;;;15/08/2018; 54000,00;20/08/2018; 54000,00
PR-02.271;O SILÊNCIO QUE CANTA POR LIBERDADE;PRODAV 02 - PROJETO DERIVADO;2016;12.743.129/0001-79;ANDRE NASCIMENTO ARAUJO;12.743.129/0001-79;ANDRE NASCIMENTO ARAUJO;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;15/08/2018; 300000,00;20/08/2018; 300000,00
PR-02.301;OS JOVENS BAUMANN;PRODAV 07;2016;13.193.095/0001-59;PUNTA COLORADA PRODUÇÕES AUDIOVISUAIS LTDA - ME;13.193.095/0001-59;PUNTA COLORADA PRODUÇÕES AUDIOVISUAIS LTDA - ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;15/08/2018; 237000,00;23/08/2018; 237000,00
PR-02.234;TERAPIA DA VINGANÇA;PRODAV 07;2015;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;07.630.900/0001-61;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;15/08/2018; 500000,00;08/10/2018; 500000,00
PR-02.352;17ª EDIÇÃO DO GRANDE PRÊMIO DO CINEMA BRASILEIRO;SAV/MINC 11;2018;29.521.986/0001-27;KUARUP PRODUÇÕES LTDA;;;;;22/08/2018; 200000,00;11/09/2018; 200000,00
PR-02.351;25º FESTIVAL DE CINEMA DE VITÓRIA;SAV/MINC 11;2018;02.616.581/0001-16;GALPÃO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;;;;;22/08/2018; 200000,01;28/08/2018; 200000,01
PR-02.358;29º FESTIVAL INTERNACIONAL DE CURTAS-METRAGENS DE SÃO PAULO;SAV/MINC 11;2018;52.858.982/0001-50;CINEMATOGRÁFICA SUPERFILMES LTDA;;;;;22/08/2018; 400000,00;28/08/2018; 400000,00
PR-02.308;A GAROTA DA MOTO - SEGUNDA TEMPORADA;PRODAV 06;2015;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;45.039.237/0001-14;TVSBT CANAL 4 DE SAO PAULO S/A;22/08/2018; 313557,84;28/08/2018; 313557,84
PR-02.335;A HISTÓRIA DE UM TEMPO PRESENTE;PRODAV 06;2016;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;22/08/2018; 1000000,00;30/08/2018; 1000000,00
