IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
PR-03.387;11ª EDIÇÃO LOBOFEST – FESTIVAL INTERNACIONAL DE FILMES;SAV/MINC 11;2018;21.106.763/0001-91;TÁBATA PRODUÇÃO E DISTRIBUIÇÃO DE FILMES, ENTRETENIMENTO E CULTURA EIRELI-ME;;;;;04/12/2019; 300000,00;16/12/2019; 300000,00
PR-03.389;12ª JANELA INTERNACIONAL DE CINEMA DO RECIFE;SAV/MINC 11;2018;13.328.225/0001-13;JARAGUA PRODUÇÕES E SERVIÇOS LTDA;;;;;04/12/2019; 120000,00;09/12/2019; 120000,00
PR-03.354;DE AMOR E LIBERDADE - UM BRASIL TARDIO;SAV/MINC 10;2018;00.614.991/0001-00;ARTES BRASIL PRODUÇÕES ARTÍSTICAS LTDA;00.614.991/0001-00;ARTES BRASIL PRODUÇÕES ARTÍSTICAS LTDA;;;04/12/2019; 200000,00;13/01/2020; 200000,00
PR-03.349;MEMÓRIAS DE SANGUE: O VAMPIRO QUE DESCOBRIU O BRASIL;SAV/MINC 10;2018;22.327.940/0001-22;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;22.327.940/0001-22;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;;;04/12/2019; 200000,00;19/12/2019; 200000,00
PR-03.374;NÚCLEO CRIATIVO MIXER 2017;PRODAV 03;2017;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;;;04/12/2019; 906100,00;19/12/2019; 906100,00
PR-03.394;NÚCLEOS 44;PRODAV 13;2016;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;;;04/12/2019; 1000000,00;19/12/2019; 1000000,00
PR-03.375;A ANIMALESCA HISTÓRIA DA INDEPENDÊNCIA;SAV/MINC 10;2018;13.100.305/0001-17;LUCIANA GOMES DA SILVA DRUZINA - ME;13.100.305/0001-17;LUCIANA GOMES DA SILVA DRUZINA - ME;;;11/12/2019; 200000,00;16/12/2019; 200000,00
PR-03.386;ALASKA;COMERCIALIZAÇÃO EM CINEMA;2018;17.942.221/0001-81;PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME;17.942.221/0001-81;PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;11/12/2019; 178500,00;19/12/2019; 178500,00
PR-03.381;FAKE NEWS;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;18.675.219/0001-56;BASE 1 FILMES LTDA.;18.675.219/0001-56;BASE 1 FILMES LTDA.;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;11/12/2019; 100000,00;29/01/2020; 100000,00
PR-03.397;FESTIVAL DE CINEMA NO INTERIOR;SAV/MINC 11;2018;07.947.109/0001-80;ANTONIO M. G. DE CARVALHO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS;;;;;11/12/2019; 199900,00;19/12/2019; 199900,00
PR-03.379;INDEPENDÊNCIA AINDA QUE TARDIA;SAV/MINC 10;2018;63.190.623/0001-94;PORTFOLIUM LABORATÓRIO DE IMAGENS EIRELI;63.190.623/0001-94;PORTFOLIUM LABORATÓRIO DE IMAGENS EIRELI;;;11/12/2019; 100000,00;30/01/2020; 100000,00
PR-03.391;NÚCLEO CRIATIVO GULLANE 2016;PRODAV 13;2016;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;;;11/12/2019; 1000000,00;27/01/2020; 1000000,00
PR-03.376;O FILHO DA PUTA;ARRANJOS REGIONAIS;2015;05.141.481/0001-79;ANAYA PRODUÇÕES CULTURAIS LTDA;05.141.481/0001-79;ANAYA PRODUÇÕES CULTURAIS LTDA;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;11/12/2019; 600000,00;19/12/2019; 600000,00
PR-03.384;O MÊS QUE NÃO TERMINOU;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;10.519.798/0001-36;NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME;10.519.798/0001-36;NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;11/12/2019; 160000,00;09/01/2020; 160000,00
PR-03.403;CRÔNICA DE UMA CIDADE PARTIDA;COMERCIALIZAÇÃO EM CINEMA;2018;30.120.265/0001-94;INDUSTRIA IMAGINARIA EIRELI;30.120.265/0001-94;INDUSTRIA IMAGINARIA EIRELI;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;18/12/2019; 100000,00;23/12/2019; 100000,00
PR-03.390;8° CINE FEST BRASIL - MONTEVIDÉU;SAV/MINC 11;2018;22.154.154/0001-70;H.P.B MANTEUFEL PRODUTORA LTDA - ME;;;;;27/12/2019; 200000,00;23/01/2020; 200000,00
PR-03.400;GLÓRIA E LIBERDADE - AS REVOLTAS REGENCIAIS;ARRANJOS REGIONAIS;2015;15.864.034/0001-00;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;15.864.034/0001-00;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;07.543.070/0001-35;ARMANDO PINTO PRAÇA NETO;27/12/2019; 547360,00;13/01/2020; 547360,00
PR-03.393;LEALDADE;SAV/MINC 10;2018;22.188.491/0001-89;AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES;22.188.491/0001-89;AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES;;;27/12/2019; 200000,00;13/01/2020; 200000,00
PR-03.401;NU CRIATIVO;PRODAV 03;2017;10.403.803/0001-40;TON TON FILMES & PRODUÇÃO ARTÍSTICA LTDA;10.403.803/0001-40;TON TON FILMES & PRODUÇÃO ARTÍSTICA LTDA;;;27/12/2019; 1000000,00;13/01/2020; 1000000,00
PR-03.396;NÚCLEO VISIONÁRIA;PRODAV 03;2017;22.188.491/0001-89;AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES;22.188.491/0001-89;AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES;;;27/12/2019; 1000000,00;13/01/2020; 1000000,00
PR-03.399;O BARCO;COMERCIALIZAÇÃO EM CINEMA;2018;04.614.433/0001-98;ILUMINURA CINEMA E MULTIMIDIA EIRELI ­ ME;04.614.433/0001-98;ILUMINURA CINEMA E MULTIMIDIA EIRELI ­ ME;08.905.114/0001-92;SEREIA DISTRIBUICAO DE FILMES EIRELI ­ ME;27/12/2019; 100000,00;23/01/2020; 100000,00
PR-03.402;ON BOARD;PRODAV 01;2013;14.372.650/0001-72;LIBERATO PRODUÇÕES CULTURAIS LTDA;14.372.650/0001-72;LIBERATO PRODUÇÕES CULTURAIS LTDA;;;27/12/2019; 1407601,80;13/01/2020; 1407601,80
PR-03.405;X FESTIVAL INTERNACIONAL PACHAMAMA;SAV/MINC 11;2018;19.709.434/0001-93;A. S. C. E SOUZA - PRODUTORA;;;;;27/12/2019; 120000,00;07/01/2020; 120000,00
PR-03.404;FORMAÇÃO EM EDIÇÃO E VÍDEO E PÓS-PRODUÇÃO AUDIOVISUAL;SAV/MINC 13;2018;12.573.633/0001-78;FILMES DO BEM PRODUÇÕES ARTÍSTICAS LTDA;12.573.633/0001-78;FILMES DO BEM PRODUÇÕES ARTÍSTICAS LTDA;;;08/01/2020; 599894,00;29/01/2020; 599894,00
PR-03.412;DEPOIS A LOUCA SOU EU;PRODAV 06;2017;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;22/01/2020; 450000,00;30/01/2020; 450000,00
PR-03.411;FICCIONALIZAR – FICCIONALIZAÇÃO PARA SÉRIES DE DOCUMENTÁRIOS PARA TV – LABS E ENCONTRO COM PLAYERS;SAV/MINC 11;2018;16.713.327/0001-40;BABA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;;;;;22/01/2020; 120000,00;30/01/2020; 120000,00
PR-03.414;INFANTES FALANTES;PRODAV 03;2017;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;;;29/01/2020; 1000000,00;04/02/2020; 1000000,00
PR-03.413;NÚCLEO AMPLIFICADOR;PRODAV 03;2017;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;;;29/01/2020; 1000000,00;06/02/2020; 1000000,00
PR-03.410;O MIOLO DA ESTÓRIA;PRODECINE 01;2016;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;29/01/2020; 1300000,00;04/02/2020; 1300000,00
PR-03.423;A CAVERNA DE ESTELA;SAV/MINC 02;2018;03.021.799/0001-90;DGT FILMES LTDA - EPP;03.021.799/0001-90;DGT FILMES LTDA - EPP;;;05/02/2020; 100000,00;10/02/2020; 100000,00
PR-03.422;A SEMENTE SAGRADA;SAV/MINC 01;2018;08.394.172/0001-07;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;08.394.172/0001-07;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;08.394.172/0001-07;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;05/02/2020; 3500000,00;05/03/2020; 3500000,00
PR-03.429;JUVENAL E O DRAGÃO;SAV/MINC 01;2018;10.433.648/0001-05;STAIRS PRODUCOES AUDIOVISUAIS LTDA;10.433.648/0001-05;STAIRS PRODUCOES AUDIOVISUAIS LTDA;10.433.648/0001-05;STAIRS PRODUCOES AUDIOVISUAIS LTDA;05/02/2020; 3500000,00;17/02/2020; 3500000,00
PR-03.421;LICA PODE TUDO;SAV/MINC 01;2018;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;05/02/2020; 3500000,00;23/03/2020; 3500000,00
PR-03.424;O PASTOR E O GUERRILHEIRO;ARRANJOS REGIONAIS;2016;03.093.490/0001-06;MERCADO CULTURAL LTDA EPP;03.093.490/0001-06;MERCADO CULTURAL LTDA EPP;72.672.017/0001-04;CANNES PRODUÇÕES S/A;05/02/2020; 1335692,37;10/02/2020; 1335692,37
PR-03.427;OS GUERREIROS DA RUA;SAV/MINC 02;2018;18.274.744/0001-60;VIU CINE COMUNICACAO LTDA;18.274.744/0001-60;VIU CINE COMUNICACAO LTDA;;;05/02/2020; 98780,00;10/02/2020; 98780,00
PR-03.415;PRO DIA NASCER FELIZ 2;PRODAV 06;2017;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;05/02/2020; 200000,00;17/02/2020; 200000,00
PR-03.435;A MENINA E O FLAUTISTA;SAV/MINC 02;2018;13.790.799/0001-09;8 DIGITOS PRODUCOES LTDA.;13.790.799/0001-09;8 DIGITOS PRODUCOES LTDA.;;;12/02/2020; 100000,00;17/02/2020; 100000,00
PR-03.426;ADAM;SAV/MINC 02;2018;04.937.797/0001-09;GP7 CINEMA LTDA;04.937.797/0001-09;GP7 CINEMA LTDA;;;12/02/2020; 100000,00;17/02/2020; 100000,00
PR-03.434;BOLHA;SAV/MINC 02;2018;16.481.402/0001-95;ESTALO CRIATIVO LTDA;16.481.402/0001-95;ESTALO CRIATIVO LTDA;;;12/02/2020; 100000,00;17/02/2020; 100000,00
PR-03.449;DESERTO PARTICULAR;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO;2018;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12/02/2020; 795520,74;20/02/2020; 795520,74
PR-03.449-A;DESERTO PARTICULAR;PRODAV 06;2017;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12/02/2020; 14848,06;19/03/2020; 14848,06
PR-03.409;HOTEL NÃO INCLUÍDO;PRODAV 07;2017;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;12/02/2020; 2117098,49;17/02/2020; 2117098,49
PR-03.444;O MENINO MAIS RICO DO MUNDO;SAV/MINC 03;2018;08.035.343/0001-01;NA LAJE FILMES PRODUÇÕES LTDA;08.035.343/0001-01;NA LAJE FILMES PRODUÇÕES LTDA;08.035.343/0001-01;NA LAJE FILMES PRODUÇÕES LTDA;12/02/2020; 1000000,00;12/03/2020; 1000000,00
PR-03.431;OLÍVIA FOI PRA LUA;SAV/MINC 02;2018;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;;;12/02/2020; 100000,00;17/02/2020; 100000,00
PR-03.433;PARA QUE SERVEM AS COISAS?;SAV/MINC 02;2018;09.074.852/0001-06;THAIS FERNANDES-ME;09.074.852/0001-06;THAIS FERNANDES-ME;;;12/02/2020; 100000,00;17/02/2020; 100000,00
PR-03.420;QUASE DESERTO;CONCURSO PRODUÇÃO PARA CINEMA;2018;09.261.668/0001-67;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;09.261.668/0001-67;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12/02/2020; 4200000,00;17/02/2020; 4200000,00
PR-03.416;RUA AURORA - REFÚGIO DE TODOS OS MUNDOS;PRODAV 07;2017;06.905.794/0001-19;AC CAVALCANTE SERVIÇOS LTDA.;06.905.794/0001-19;AC CAVALCANTE SERVIÇOS LTDA.;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;12/02/2020; 600000,00;05/03/2020; 600000,00
PR-03.407;VILÃ DAS NOVE;CONCURSO PRODUÇÃO PARA CINEMA;2018;19.478.327/0001-00;LUPA FILMES LTDA;19.478.327/0001-00;LUPA FILMES LTDA;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;12/02/2020; 1000000,00;05/03/2020; 1000000,00
PR-03.443;HOSPITAL DE BRINQUEDOS;SAV/MINC 02;2018;07.202.193/0001-02;DEBERTON FILMES E PRODUCOES LTDA;07.202.193/0001-02;DEBERTON FILMES E PRODUCOES LTDA;;;19/02/2020; 100000,00;26/02/2020; 100000,00
PR-03.432;INSCRITOS;SAV/MINC 02;2018;14.323.160/0001-86;BRUNA STEUDEL PRODUCOES E ARTES - ME;14.323.160/0001-86;BRUNA STEUDEL PRODUCOES E ARTES - ME;;;19/02/2020; 99253,00;05/03/2020; 99253,00
PR-03.453;LIBELU;PRODAV 06;2017;12.126.484/0001-07;BOULEVARD FILMES LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;19/02/2020; 60000,00;29/05/2020; 60000,00
PR-03.446;MEBÊNGÔKRE ICI;SAV/MINC 03;2018;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;19/02/2020; 1000000,00;26/02/2020; 1000000,00
PR-03.430;MEU AMIGO INVISÍVEL;SAV/MINC 02;2018;23.624.812/0001-03;DANILO STAEL CONCEIÇÃO DOS SANTOS - ME;23.624.812/0001-03;DANILO STAEL CONCEIÇÃO DOS SANTOS - ME;;;19/02/2020; 99138,00;05/03/2020; 99138,00
PR-03.441;MEU AMIGO REAL;SAV/MINC 02;2018;13.100.379/0001-53;T.SAAD FILMES E VÍDEOS LTDA-ME;13.100.379/0001-53;T.SAAD FILMES E VÍDEOS LTDA-ME;;;19/02/2020; 100000,00;05/03/2020; 100000,00
PR-03.445;NA BOCA DO LOBO;SAV/MINC 01;2018;07.311.501/0001-38;KARMATIQUE IMAGENS LTDA;07.311.501/0001-38;KARMATIQUE IMAGENS LTDA;07.311.501/0001-38;KARMATIQUE IMAGENS LTDA;19/02/2020; 3500000,00;05/03/2020; 3500000,00
PR-03.455;O SOL;SAV/MINC 02;2018;06.071.600/0001-27;MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA;06.071.600/0001-27;MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA;;;19/02/2020; 100000,00;05/03/2020; 100000,00
PR-03.448;OTHELO O GRANDE;ARRANJOS REGIONAIS;2017;39.183.983/0001-84;FRANCO PRODUÇÕES, FILMES, EVENTOS E PROMOÇÕES LTDA - ME.;39.183.983/0001-84;FRANCO PRODUÇÕES, FILMES, EVENTOS E PROMOÇÕES LTDA - ME.;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;19/02/2020; 300000,00;26/02/2020; 300000,00
PR-03.438;TRABALHO DE GEOGRAFIA;SAV/MINC 02;2018;16.434.076/0001-65;4U FILMS LTDA ME;16.434.076/0001-65;4U FILMS LTDA ME;;;19/02/2020; 99891,00;05/03/2020; 99891,00
PR-03.428;VALENTINA;SAV/MINC 02;2018;19.495.871/0001-51;RAPHAEL GUSTAVO DA SILVA - ME;19.495.871/0001-51;RAPHAEL GUSTAVO DA SILVA - ME;;;19/02/2020; 100000,00;05/03/2020; 100000,00
PR-03.437;A DONA DA BOLA;SAV/MINC 02;2018;07.372.049/0001-14;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;07.372.049/0001-14;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;;;27/02/2020; 99550,00;21/08/2020; 99550,00
PR-03.456;A MENININHA DIFERENTE;SAV/MINC 03;2018;26.084.520/0001-13;DESVIO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;26.084.520/0001-13;DESVIO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;22.910.081/0001-08;P&M DISTRIBUIDORA DE FILMES LTDA - ME;27/02/2020; 600000,00;19/03/2020; 600000,00
PR-03.447;MOSTRA CINEMA BRASILEIRO - FESTIN 11 FESTIVAL DE CINEMA ITINERANTE DA LÍNGUA PORTUGUESA;SAV/MINC 11;2018;15.352.978/0001-90;B.R.M. MOREIRA PRODUÇÕES CULTURAIS E MIDIAS;;;;;27/02/2020; 200000,00;09/03/2020; 200000,00
PR-03.450;MÚSICA PARA QUANDO AS LUZES SE APAGAM;COMERCIALIZAÇÃO EM CINEMA;2018;94.100.302/0001-85;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;94.100.302/0001-85;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;27/02/2020; 200000,00;05/03/2020; 200000,00
PR-03.439;O PALHAÇO MENINO - MEMÓRIAS DE UM MENINO MASCARADO;SAV/MINC 02;2018;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;;;27/02/2020; 100000,00;12/03/2020; 100000,00
PR-03.440;PÁSSARO DE PAPEL - A JORNADA DE JAIMINHO E SUAS AVENTURAS NA FLORESTA;SAV/MINC 03;2018;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;27/02/2020; 999999,00;12/03/2020; 999999,00
PR-03.418;YELLOW CAKE;ARRANJOS REGIONAIS;2015;14.595.634/0001-49;LUCINDA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;14.595.634/0001-49;LUCINDA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;14.595.634/0001-49;LUCINDA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;27/02/2020; 622442,80;05/03/2020; 622442,80
PR-03.459;A JORNADA DA PRINCESA DA SELVA;SAV/MINC 05;2018;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;21.466.571/0001-96;FRONTEIRA NORTE PRODUCOES LTDA. - ME;04/03/2020; 500000,00;;
PR-03.465;ABESTALHADOS 2;CONCURSO PRODUÇÃO PARA CINEMA;2018;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;04/03/2020; 2008724,00;19/03/2020; 2008724,00
PR-03.485;ANDRIELE;SAV/MINC 05;2018;06.255.414/0001-48;MARGEM CINEMA BRASIL LTDA;06.255.414/0001-48;MARGEM CINEMA BRASIL LTDA;06.255.414/0001-48;MARGEM CINEMA BRASIL LTDA;04/03/2020; 500000,00;19/03/2020; 500000,00
PR-03.467;ATIVISMO POSITIVO;SAV/MINC 05;2018;16.835.137/0001-04;CLARALUZ PRODUCOES AUDIOVISUAIS LTDA;16.835.137/0001-04;CLARALUZ PRODUCOES AUDIOVISUAIS LTDA;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;04/03/2020; 499747,60;19/03/2020; 499747,60
PR-03.472;O REI MANDOU CAIR NA FOLIA;SAV/MINC 03;2018;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;04/03/2020; 1000000,00;09/03/2020; 1000000,00
PR-03.452;VIOLA NO REDEMOINHO;ARRANJOS REGIONAIS;2016;09.065.789/0001-33;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;09.065.789/0001-33;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;12.523.546/0001-06;GM2P PRODUÇÕES ARTÍSTICAS LTDA ME;04/03/2020; 409974,13;16/03/2020; 409974,13
PR-03.475;AGUDÁS - PASSAGEIROS DA HISTÓRIA;SAV/MINC 04;2018;08.988.410/0001-02;PAJÉ PRODUÇÕES CULTURAIS;08.988.410/0001-02;PAJÉ PRODUÇÕES CULTURAIS;08.988.410/0001-02;PAJÉ PRODUÇÕES CULTURAIS;11/03/2020; 499799,04;19/03/2020; 499799,04
PR-03.425;DIÁRIO DOS SUPER HERÓIS SECRETOS;SAV/MINC 02;2018;21.988.610/0001-15;GIRO PRODUÇÕES CULTURAIS LTDA - ME;21.988.610/0001-15;GIRO PRODUÇÕES CULTURAIS LTDA - ME;;;11/03/2020; 100000,00;04/05/2020; 100000,00
PR-03.451;DO FREVO AO JAZZ;ARRANJOS REGIONAIS;2016;04.149.422/0001-84;ATELIÊ PRODUÇÕES LTDA - ME;04.149.422/0001-84;ATELIÊ PRODUÇÕES LTDA - ME;;;11/03/2020; 191772,00;;
PR-03.442;FAMÍLIA;SAV/MINC 02;2018;29.326.073/0001-50;TROPIX PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;29.326.073/0001-50;TROPIX PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;;;11/03/2020; 100000,00;19/03/2020; 100000,00
PR-03.473;GAROTAS DO GAME;SAV/MINC 05;2018;14.128.876/0001-22;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;14.128.876/0001-22;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;14.128.876/0001-22;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;11/03/2020; 500000,00;23/03/2020; 500000,00
PR-03.461;MENARCA;SAV/MINC 05;2018;21.988.610/0001-15;GIRO PRODUÇÕES CULTURAIS LTDA - ME;21.988.610/0001-15;GIRO PRODUÇÕES CULTURAIS LTDA - ME;28.083.221/0001-90;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;11/03/2020; 499080,00;04/05/2020; 499080,00
PR-03.436;OMEGATRONE - O PODER DOS 5 REINOS;SAV/MINC 02;2018;20.786.426/0001-20;ID DA SILVEIRA JUNIOR - EPP;20.786.426/0001-20;ID DA SILVEIRA JUNIOR - EPP;;;11/03/2020; 99940,00;11/05/2020; 99940,00
PR-03.464;PEDRO;PRODAV 06;2016;02.238.621/0001-33;BURITI FILMES LTDA;02.238.621/0001-33;BURITI FILMES LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;11/03/2020; 300000,00;03/04/2020; 300000,00
PR-03.458;SAM;SAV/MINC 05;2018;09.011.546/0001-12;GMB PRODUTORA DE CINEMA E VIDEO LTDA;09.011.546/0001-12;GMB PRODUTORA DE CINEMA E VIDEO LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;11/03/2020; 499950,00;04/05/2020; 499950,00
PR-03.471;ANJOS DE MARIANA;ARRANJOS REGIONAIS;2017;01.748.865/0001-01;I3HDTV CINEMA VIDEO E LOCAÇÃO - EPP - ME;01.748.865/0001-01;I3HDTV CINEMA VIDEO E LOCAÇÃO - EPP - ME;15.182.829/0001-20;ENCRIPTA S/A;18/03/2020; 581070,78;19/05/2020; 581070,78
PR-03.497;BANDIR - A PRIMEIRA ÁRVORE DO MUNDO;SAV/MINC 09;2018;08.394.172/0001-07;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;08.394.172/0001-07;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;;;18/03/2020; 200000,00;23/03/2020; 200000,00
PR-03.454;ESPUMAS AO VENTO;ARRANJOS REGIONAIS;2016;19.265.893/0001-25;AUTORIAS PRODUCOES CINEMATOGRAFICAS LTDA.;19.265.893/0001-25;AUTORIAS PRODUCOES CINEMATOGRAFICAS LTDA.;03.553.092/0001-25;FREDERICO DA CRUZ MACHADO - ME;18/03/2020; 442099,26;11/05/2020; 442099,26
