SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
07-0037;SALVE GERAL - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;IRREGULAR;29.254.331/0001-30;TOSCANA AUDIOVISUAL LTDA;0,0;0,0;0,0;179550,0;0,0;0,0;0,0;179550,0;14/03/2007;04/07/2007
07-0133;Salve Geral;RIO DE JANEIRO;RJ;IRREGULAR;29.254.331/0001-30;TOSCANA AUDIOVISUAL LTDA;0,0;1116232,0;0,0;2818800,0;0,0;0,0;2500000,0;6435032,0;06/07/2007;06/11/2008
10-0169;Querido Embaixador (ex - Um Brilho na Noite);RIO DE JANEIRO;RJ;IRREGULAR;29.254.331/0001-30;TOSCANA AUDIOVISUAL LTDA;0,0;200000,0;269216,0;0,0;300000,0;0,0;0,0;769216,0;08/07/2010;18/05/2015
04-0153;ZUZU ANGEL     Ex  Angel;RIO DE JANEIRO;RJ;IRREGULAR;29.254.331/0001-30;TOSCANA AUDIOVISUAL LTDA;1500000,0;1686000,0;0,0;2850000,0;0,0;0,0;0,0;6036000,0;07/07/2004;29/07/2005
04-0120;MUTUM      (EX - MIGUILIM);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;1910000,0;1218320,0;260000,0;0,0;0,0;0,0;0,0;3388320,0;28/07/2004;20/12/2004
03-0009;PRO DIA NASCER FELIZ;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;345000,0;490000,0;0,0;0,0;0,0;0,0;0,0;835000,0;26/05/2003;20/12/2004
01-2078;Desafinados (Os);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;1150000,0;4000000,0;248044,51;500000,0;0,0;0,0;1000000,0;6898044,51;11/12/2001;19/01/2005
10-0103;A Glória e a Graça;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;1482142,0;0,0;0,0;1000000,0;0,0;0,0;2482142,0;10/06/2010;09/02/2015
08-0505;As Aventuras de Agamenon, O Repórter (Ex - Agamenon Mendes Pedreira - O Filme);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;1395142,0;6800,0;0,0;3000000,0;0,0;0,0;4401942,0;10/03/2009;28/10/2010
06-0367;Muitos Homens Num Só (Ex - 20 Homens Num Só e uma Mulher de 20);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;1450000,0;300753,83;0,0;0,0;0,0;0,0;1750753,83;01/06/2007;03/09/2012
07-0499;Gringos do Rio;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;600000,0;0,0;0,0;0,0;0,0;0,0;600000,0;13/03/2008;29/06/2010
07-0202;Sorria, Você está na Barra!;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;353142,0;0,0;0,0;0,0;0,0;0,0;353142,0;20/08/2007;23/02/2011
07-0187;A falta que nos move;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;698693,0;36375,0;0,0;0,0;0,0;0,0;735068,0;26/07/2007;18/05/2011
07-0280;Diário de Uma Busca;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;358758,0;0,0;0,0;0,0;0,0;0,0;358758,0;10/10/2007;11/03/2011
12-0191;CAMPO GRANDE;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;2250000,0;1650000,0;0,0;0,0;0,0;0,0;3900000,0;21/12/2012;17/01/2014
12-0413;MALÊS;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;350000,0;1000000,0;0,0;2000000,0;0,0;0,0;3350000,0;25/10/2012;07/08/2019
15-0279;10 SEGUNDOS  - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;299250,0;0,0;0,0;299250,0;26/06/2015;20/08/2015
15-0157;10 SEGUNDOS PARA VENCER (EX 10 SEGUNDOS);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;2592195,0;555556,53;0,0;2700000,0;0,0;0,0;5847751,53;06/05/2015;03/12/2015
16-0606;O Príncipe de Copacabana - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;100000,0;0,0;0,0;100000,0;20/09/2016;17/11/2016
92-0803;Ostra e o Vento (A);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;170000,01;1174695,0;0,0;0,0;0,0;0,0;0,0;1344695,01;11/07/1994;22/01/1997
96-2405;COPO DE CÓLERA (UM);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;677169,0;0,0;0,0;0,0;0,0;0,0;677169,0;03/06/1996;24/01/1997
97-1513;Janela da Alma;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;0,0;586826,0;0,0;0,0;0,0;0,0;0,0;586826,0;04/09/1997;27/09/1999
96-1095;Bufo & Spallanzani;RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;600000,0;1912932,56;0,0;196000,0;0,0;0,0;0,0;2708932,56;27/08/1996;24/03/1999
99-3415;O Diabo a quatro (ex-Nós Quatro & Deus Contra);RIO DE JANEIRO;RJ;DEFERIDO;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;700000,0;1059405,0;0,0;0,0;0,0;0,0;0,0;1759405,0;04/09/1998;21/03/2002
95-0432;Lara;RIO DE JANEIRO;RJ;IRREGULAR;29.415.130/0001-77;NOVA ERA PRODUÇÕES DE ARTE LTDA.;1481924,7906;2487709,0;0,0;0,0;0,0;0,0;0,0;3969633,7906;16/05/1995;12/02/1998
15-0612;Mangueira em 2 tempos;RIO DE JANEIRO;RJ;IRREGULAR;29.415.130/0001-77;NOVA ERA PRODUÇÕES DE ARTE LTDA.;0,0;0,0;150000,0;0,0;0,0;0,0;0,0;150000,0;18/11/2015;14/05/2020
03-0238;Reidy, A Construção da Utopia (Ex - Affonso Eduardo Reidy, saudades do futuro);RIO DE JANEIRO;RJ;IRREGULAR;29.415.130/0001-77;NOVA ERA PRODUÇÕES DE ARTE LTDA.;403937,63;50000,0;150000,0;0,0;0,0;0,0;0,0;603937,63;07/10/2003;06/06/2007
05-0132;OUTRO FUTURO - PARIS;RIO DE JANEIRO;RJ;DEFERIDO;29.417.235/0001-65;LEONI PRODUÇÕES E EDIÇÕES MUSICAIS LTDA;744805,48;0,0;0,0;0,0;0,0;0,0;0,0;744805,48;06/06/2005;14/06/2005
06-0301;Dr. Antunes (Ex - Azevedo Antunes - A Saga do Manganês);RIO DE JANEIRO;RJ;DEFERIDO;29.506.920/0001-68;CINEFOR CINEMA E INFORMAÇÃO LTDA ME;0,0;120000,0;0,0;0,0;0,0;0,0;0,0;120000,0;26/10/2006;04/02/2010
97-1555;Noviço Rebelde (O);RIO DE JANEIRO;RJ;DEFERIDO;29.523.107/0001-04;RENATO ARAGÃO PRODUÇÕES ARTÍSTICAS LTDA;0,0;1083234,0;0,0;0,0;0,0;0,0;0,0;1083234,0;14/08/1997;20/04/1998
97-3153;Luz Azul (A);RIO DE JANEIRO;RJ;DEFERIDO;29.523.107/0001-04;RENATO ARAGÃO PRODUÇÕES ARTÍSTICAS LTDA;250000,0;900000,0;0,0;1200000,0;0,0;0,0;0,0;2350000,0;14/02/1998;17/01/2000
98-4842;Destino   (Ex - O Amor do Outro Lado da Terra);RIO DE JANEIRO;RJ;IRREGULAR;29.528.452/0001-22;NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME;1710000,0;2009350,0;792083,0;0,0;0,0;0,0;0,0;4511433,0;02/09/1998;03/11/2005
00-0452;Timor Lorosae;RIO DE JANEIRO;RJ;IRREGULAR;29.528.452/0001-22;NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME;697240,8;0,0;0,0;0,0;0,0;0,0;0,0;697240,8;22/12/2000;10/04/2001
05-0348;COLETÂNEA AMAZÔNICA - SÉRIE EXPEDIÇÕES - VOL. I;RIO DE JANEIRO;RJ;DEFERIDO;30.022.073/0001-45;ROBERTO WERNECK PRODUCOES CINEMATOGRAFICAS EIRELI;298540,0;0,0;0,0;0,0;0,0;0,0;0,0;298540,0;14/12/2005;27/04/2006
06-0391;COLETÂNEA AMAZÔNIA - SÉRIE EXPEDIÇÕES - VOL. II - FINALIZAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;30.022.073/0001-45;ROBERTO WERNECK PRODUCOES CINEMATOGRAFICAS EIRELI;299540,0;0,0;0,0;0,0;0,0;0,0;0,0;299540,0;21/12/2006;26/09/2007
07-0002;Chibata;RIO DE JANEIRO;RJ;DEFERIDO;30.027.114/0001-96;FIBRA ELETRÔNICA INDÚSTRIA E COMÉRCIO LIMITADA;0,0;0,0;75000,0;0,0;0,0;0,0;0,0;75000,0;09/08/2007;22/04/2014
00-0441;Chateaubriand;RIO DE JANEIRO;RJ;DEFERIDO;30.027.114/0001-96;FIBRA ELETRÔNICA INDÚSTRIA E COMÉRCIO LIMITADA;0,0;30000,0;0,0;0,0;0,0;0,0;0,0;30000,0;19/12/2000;06/11/2006
95-1281;CHATEAUBRIAND - CABEÇA DE PARAIBA;RIO DE JANEIRO;RJ;DEFERIDO;30.027.114/0001-96;FIBRA ELETRÔNICA INDÚSTRIA E COMÉRCIO LIMITADA;0,0;39800,0;0,0;0,0;0,0;0,0;0,0;39800,0;23/10/1995;07/08/2000
97-3907;Nzinga (Ex - Mutantis do  Brasil  - Brasil  Crioulo);RIO DE JANEIRO;RJ;DEFERIDO;30.085.492/0001-26;OLHAR FEMININO PRODUÇÕES LTDA - ME;0,0;419192,0;0,0;0,0;0,0;0,0;0,0;419192,0;03/12/1997;18/01/2001
06-0400;O INVENTOR DE SONHOS (EX - UM CERTO OLHAR);RIO DE JANEIRO;RJ;DEFERIDO;30.120.265/0001-94;INDUSTRIA IMAGINARIA EIRELI;0,0;1680000,0;16000,0;0,0;0,0;0,0;0,0;1696000,0;19/12/2006;14/05/2008
15-0464;CRÔNICA DE UMA CIDADE PARTIDA (EX CRUZADA);RIO DE JANEIRO;RJ;DEFERIDO;30.120.265/0001-94;INDUSTRIA IMAGINARIA EIRELI;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;16/09/2015;19/10/2016
03-0147;A Primeira Missa;RIO DE JANEIRO;RJ;DEFERIDO;30.510.135/0001-68;CRYSTAL CINEMATOGRÁFICA LTDA;0,0;900000,0;1000000,0;0,0;0,0;0,0;0,0;1900000,0;15/08/2003;26/07/2010
99-3562;Gregório de Mattos (Ex -Gema Quem Gemer);RIO DE JANEIRO;RJ;DEFERIDO;30.510.135/0001-68;CRYSTAL CINEMATOGRÁFICA LTDA;75000,0;200000,0;0,0;0,0;0,0;0,0;0,0;275000,0;10/09/1999;20/09/2001
20-0130;1538°C - THE IRON HUMAN;RIBEIRÃO PRETO;SP;DEFERIDO;30.693.863/0001-52;GRATTITUDE FILMS PRODUCTIONS LTDA;0,0;0,0;347000,0;0,0;0,0;0,0;0,0;347000,0;23/12/2020;27/05/2022
03-0184;VOCAÇÃO DO PODER;RIO DE JANEIRO;RJ;DEFERIDO;30.713.390/0001-08;CINEFILMES LTDA;555384,78;237021,0;0,0;0,0;0,0;0,0;0,0;792405,78;23/09/2003;19/07/2004
06-0032;O TEMPO E O LUGAR     (EX - FALO DE CORAÇÃO);RIO DE JANEIRO;RJ;DEFERIDO;30.713.390/0001-08;CINEFILMES LTDA;480000,0;0,0;220000,0;0,0;0,0;0,0;0,0;700000,0;16/05/2006;24/01/2007
08-0448;Paulo Moura - Alma Brasileira (Ex - Paulo Moura - Imaginação e Estilo);RIO DE JANEIRO;RJ;DEFERIDO;30.713.390/0001-08;CINEFILMES LTDA;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;27/01/2009;22/07/2010
18-0932;Palavra Alada;RIO DE JANEIRO;RJ;DEFERIDO;30.743.385/0001-48;FONTE CRIACAO E PRODUCAO ARTISTICA LTDA;0,0;0,0;350000,0;0,0;0,0;0,0;0,0;350000,0;12/12/2018;12/04/2019
03-0101;A GRANDE ESTREIA / PRETO NO BRANCO;RIO DE JANEIRO;RJ;DEFERIDO;31.150.030/0001-08;DARON CINE VIDEO EIRELI;0,0;257000,0;0,0;0,0;0,0;0,0;0,0;257000,0;21/07/2003;08/02/2006
02-4040;Batalha ;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;250000,0;1630000,0;0,0;0,0;0,0;0,0;0,0;1880000,0;27/09/2002;27/12/2002
02-4151;História do Jornalismo Brasileiro Distribuição;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;330599,8;0,0;0,0;0,0;0,0;0,0;0,0;330599,8;08/10/2002;09/07/2003
00-0387;Cidade Baixa (Ex:Tristão e Isolda);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;926129,98;1822000,0;0,0;290452,75;0,0;0,0;0,0;3038582,73;26/12/2000;15/08/2001
01-1853;Madame Satã;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;120000,0;1000000,0;0,0;1174214,4;0,0;0,0;0,0;2294214,4;08/05/2001;06/06/2001
01-1877;Série Travessias;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;400000,0;300000,0;0,0;0,0;0,0;0,0;0,0;700000,0;08/06/2001;22/05/2002
05-0334;NO MEU LUGAR     (EX - VÓRTICE);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;240000,0;0,0;360000,0;546002,89;0,0;0,0;0,0;1146002,89;17/03/2006;28/12/2007
04-0035;O Céu de Suely                Ex. Rifa-me;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;920000,0;400000,0;30000,0;395174,67;0,0;0,0;0,0;1745174,67;07/07/2004;30/06/2005
03-0286;O FIM E O PRINCÍPIO;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;892650,0;0,0;0,0;0,0;0,0;0,0;0,0;892650,0;17/11/2003;22/09/2004
04-0184;Batalha - Comercialização;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;500000,0;0,0;0,0;0,0;0,0;0,0;500000,0;09/08/2004;24/11/2004
08-0526;Moscou  - Distribuição (Ex - Antes da Estréia - Distribuição);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;173683,75;0,0;0,0;0,0;0,0;173683,75;02/02/2009;05/11/2009
08-0527;Pachamama - Distribuição;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;100000,0;0,0;0,0;0,0;0,0;100000,0;02/02/2009;11/03/2010
08-0495;Transeunte;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;100000,0;235374,67;0,0;0,0;0,0;335374,67;16/02/2009;23/10/2009
09-0501;Jia Zhang-Ke, Um Homem de Fenyang (Ex:  Jia Zhang-Ke, Cinema Urgente);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;669202,7;0,0;0,0;0,0;0,0;669202,7;23/08/2010;07/12/2012
09-0411;As Canções (Ex - Grades);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;730000,0;0,0;0,0;0,0;0,0;730000,0;23/12/2009;04/02/2011
06-0449;Uma Noite em 67 (Ex - A NOITE QUE MUDOU A MPB);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;930000,0;0,0;0,0;0,0;0,0;930000,0;21/03/2007;28/08/2008
06-0263;CAFÉ DOS MAESTROS             (EX - A HISTÓRIA DO TANGO);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;120000,0;0,0;180000,0;0,0;0,0;0,0;0,0;300000,0;02/10/2006;22/02/2007
07-0241;Quincas Berro DÁgua (Ex - A Morte e a Morte de Quincas Berro DÁgua);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;1000000,0;2720000,0;3000000,0;0,0;0,0;0,0;6720000,0;31/08/2007;10/06/2008
16-0506;MARINHEIRO DAS MONTANHAS (EX ARGELINO POR ACASO);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;0,0;437909,0;637909,0;437909,0;0,0;1513727,0;01/09/2016;18/01/2018
12-0106;DESLEMBRO (EX A MEMÓRIA É UM MÚSCULO DA IMAGINAÇÃO);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;1250000,0;52489,38;670000,0;0,0;0,0;1972489,38;10/10/2012;07/11/2016
11-0050;Francisco Brennand - Distribuição (Ex - Brennand, o Convidado da Floresta - Dsitribuição);RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;150000,0;0,0;0,0;0,0;0,0;150000,0;15/04/2011;31/08/2012
11-0052;Diário de Uma Busca - Distribuição;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;140000,0;0,0;0,0;0,0;0,0;140000,0;02/06/2011;01/09/2011
97-0951;Primeiro Dia ( Ex: Contagem Regressiva );RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;2317000,0;0,0;0,0;0,0;0,0;0,0;2317000,0;07/11/1996;23/04/1997
97-0952;Onde a Terra Acaba;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;107120,0;358000,0;0,0;0,0;0,0;0,0;0,0;465120,0;29/09/1997;25/03/1999
95-1132;Futebol;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;135664,16;540000,0;0,0;0,0;0,0;0,0;0,0;675664,16;06/11/1996;31/01/1997
96-0470;Central do Brasil;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;578999,9955;2239000,0;0,0;254415,7;0,0;0,0;0,0;3072415,6955;24/05/1996;31/01/1997
97-3913;FILHOS DO TROPICALISMO (OS) - DOCUMENTÁRIO;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;337000,0;0,0;0,0;0,0;0,0;0,0;337000,0;04/12/1997;09/03/2000
97-3975;EQUIPAMENTOS 1 CÂMERA E ACESSÓRIOS;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;283000,0;0,0;0,0;0,0;0,0;0,0;283000,0;29/09/1997;07/01/1998
97-3946;LAVOURA ARCAICA;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;2722000,0;0,0;0,0;0,0;0,0;0,0;2722000,0;03/03/1997;24/03/1999
97-3962;AMYR KLINK - A CONSTRUÇÃO DE UMA VIAGEM;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;170000,0;0,0;0,0;0,0;0,0;0,0;170000,0;29/09/1997;20/12/2000
97-3971;BAILARINAS;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;179000,0;0,0;0,0;0,0;0,0;0,0;179000,0;24/10/1997;07/01/1998
98-3531;HISTÓRIA DO JORNALISMO BRASILEIRO;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;332595,0;1302000,0;0,0;0,0;0,0;0,0;0,0;1634595,0;21/12/1998;04/10/2000
98-4035;Brasil aos 500 Anos;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;250527,9487;1800000,0;0,0;0,0;0,0;0,0;0,0;2050527,9487;16/12/1998;20/05/1999
99-3436;Oscar Niemeyer  Uma Visão no Tempo;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;424000,0;0,0;0,0;0,0;0,0;0,0;424000,0;26/06/1999;07/08/2000
99-3709;Abril Despedaçado;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;2700000,0;0,0;149529,9;0,0;0,0;0,0;2849529,9;29/10/1999;20/12/2000
21-0106;O Pesadelo de Sidarta;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;0,0;0,0;0,0;0,0;1567500,0;0,0;0,0;1567500,0;27/08/2021;18/08/2022
94-0450;TERRA ESTRANGEIRA;RIO DE JANEIRO;RJ;DEFERIDO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;30000,0;150000,0;0,0;0,0;0,0;0,0;0,0;180000,0;13/07/1993;08/05/1995
18-0930;Clube da Anittinha - segunda temporada - ANIMAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;31.291.787/0001-11;RODAMOINHO FILMES LTDA;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;06/12/2018;11/04/2019
19-0258;CLUBE DA ANITTINHA - Terceira Temporada - ANIMAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;31.291.787/0001-11;RODAMOINHO FILMES LTDA;0,0;0,0;0,0;0,0;2975442,5;0,0;0,0;2975442,5;02/07/2019;10/06/2020
04-0042;IBRAHIM SUED, O REPÓRTER;RIO DE JANEIRO;RJ;DEFERIDO;31.335.789/0001-65;LOCOMOTIVA CINEMA E ARTE LTDA.;310000,0;0,0;0,0;0,0;0,0;0,0;0,0;310000,0;16/06/2004;16/08/2005
03-0362; A PESSOA É PARA O QUE NASCE (DISTRIBUIÇÃO);RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;70000,0;0,0;0,0;0,0;0,0;0,0;0,0;70000,0;22/12/2003;19/02/2004
04-0217;HERBERT - NOSSA GENTE    (EX- HERBERT VIANNA);RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;166165,92;0,0;166165,92;25/02/2005;19/07/2006
04-0218;HISTÓRIA DE PRIMEIRA MANO;RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;86606,4;0,0;86606,4;25/02/2005;30/05/2005
04-0223;CRISTO REDENTOR;RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;197058,72;0,0;197058,72;25/02/2005;12/05/2005
04-0314;CASA DE PEDRA;RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;320000,0;0,0;0,0;0,0;0,0;0,0;320000,0;07/12/2004;02/02/2005
05-0421;Eliezer Batista - O Engenheiro do Brasil (Ex- Conversas com Eliezer);RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;836780,0;193220,0;0,0;0,0;0,0;0,0;1030000,0;26/12/2005;02/07/2007
00-0429;Mapa das Minas Parte 2 (O);RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;0,0;539000,0;0,0;0,0;0,0;0,0;0,0;539000,0;07/12/2000;13/03/2001
02-4115;Nise - O Coração da Loucura (Ex- Senhora das Imagens (A));RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;440000,0;695918,0;300000,0;0,0;0,0;0,0;0,0;1435918,0;28/10/2002;15/10/2004
02-4031;Som da Rua ;RIO DE JANEIRO;RJ;DEFERIDO;31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;297413,03;0,0;0,0;0,0;0,0;0,0;0,0;297413,03;04/11/2002;15/05/2003
