SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
12-0321;Fundação Brasil Central: A Marcha para o Progresso;SÃO PAULO;SP;DEFERIDO;00.623.018/0001-40;DANIEL SOLÁ SANTIAGO PRODUÇÕES LTDA. ME;0,0;0,0;200000,0;0,0;0,0;0,0;0,0;200000,0;27/08/2012;01/12/2016
17-0009;ECOS DO TEATRO EXPERIMENTAL NEGRO;SÃO PAULO;SP;DEFERIDO;00.623.018/0001-40;DANIEL SOLÁ SANTIAGO PRODUÇÕES LTDA. ME;0,0;0,0;375000,0;0,0;0,0;0,0;0,0;375000,0;06/01/2017;21/11/2018
98-3519;FAMÍLIA ALCÂNTARA ;SÃO PAULO;SP;DEFERIDO;00.623.018/0001-40;DANIEL SOLÁ SANTIAGO PRODUÇÕES LTDA. ME;0,0;428628,0;0,0;0,0;0,0;0,0;0,0;428628,0;28/08/1998;17/01/2000
08-0106;Muamba - Comercialização (Ex - Querido Pai - Comercialização);FLORIANÓPOLIS;SC;DEFERIDO;00.639.143/0001-48;FAGANELLO - COMUNICACOES EIRELI - ME;0,0;19807,0;0,0;0,0;0,0;0,0;0,0;19807,0;13/05/2008;03/11/2010
18-0071;CANHOTAS (EX CANHOTAS DE OURO);RIO DE JANEIRO;RJ;DEFERIDO;00.669.963/0001-82;NACH VÍDEO PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;1050000,0;0,0;0,0;1050000,0;29/01/2018;09/03/2018
09-0269;Entre Fronteiras ;RIO DE JANEIRO;RJ;DEFERIDO;00.669.963/0001-82;NACH VÍDEO PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;1176958,77;0,0;1176958,77;06/11/2009;28/01/2010
11-0088;Entre Fronteiras - África;RIO DE JANEIRO;RJ;DEFERIDO;00.669.963/0001-82;NACH VÍDEO PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;1805000,0;0,0;1805000,0;10/11/2011;23/12/2011
13-0039;Entre Fronteiras África 2;RIO DE JANEIRO;RJ;DEFERIDO;00.669.963/0001-82;NACH VÍDEO PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;1985500,0;0,0;1985500,0;22/02/2013;23/08/2013
06-0426;Capitães da Areia;RIO DE JANEIRO;RJ;IRREGULAR;00.700.805/0001-48;LAGOA CULTURAL E ESPORTIVA LTDA;0,0;2509136,0;1490000,0;1798861,73;0,0;0,0;0,0;5797997,73;25/04/2007;19/06/2008
06-0384;CAPITÃES DA AREIA - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;IRREGULAR;00.700.805/0001-48;LAGOA CULTURAL E ESPORTIVA LTDA;0,0;0,0;0,0;190000,0;0,0;0,0;0,0;190000,0;15/12/2006;27/02/2007
01-1969;Veneno da Madrugada (O);RIO DE JANEIRO;RJ;IRREGULAR;00.700.805/0001-48;LAGOA CULTURAL E ESPORTIVA LTDA;1687500,0;2228200,0;0,0;1717201,82;0,0;0,0;0,0;5632901,82;16/08/2001;15/08/2002
96-1249;Mauá O Imperador e o Rei;RIO DE JANEIRO;RJ;IRREGULAR;00.700.805/0001-48;LAGOA CULTURAL E ESPORTIVA LTDA;1934999,9979;3000000,0;0,0;0,0;0,0;0,0;0,0;4934999,9979;05/08/1996;03/02/1998
07-0072;Coisa de Jorge - A Festa de São Jorge Guerreiro;NILÓPOLIS;RJ;IRREGULAR;00.721.736/0001-59;MAREDU MARKETING LTDA ME;0,0;0,0;50000,0;0,0;0,0;0,0;0,0;50000,0;29/03/2007;10/06/2008
08-0603;Kátia (EX - De Zé a Kátia);FORTALEZA;CE;IRREGULAR;00.733.392/0001-06;EM FOCO MULTIMÍDIA PRODUÇÕES LTDA - BAIXADO;0,0;0,0;353071,1;0,0;0,0;0,0;0,0;353071,1;10/03/2009;22/07/2010
06-0153;PROGRAMA CINE MAGAZINE;BELO HORIZONTE;MG;DEFERIDO;00.815.123/0001-80;TRADE PRODUÇÃO E COMUNICAÇÃO LTDA;0,0;0,0;150000,0;0,0;0,0;0,0;0,0;150000,0;26/10/2006;28/12/2010
14-0229;José Aparecido de Oliveira - O Amigo dos Amigos;BELO HORIZONTE;MG;DEFERIDO;00.815.123/0001-80;TRADE PRODUÇÃO E COMUNICAÇÃO LTDA;0,0;0,0;495000,0;0,0;0,0;0,0;0,0;495000,0;16/06/2014;24/10/2014
14-0140;CANO SERRADO (EX CANO CERRADO) ;BRASÍLIA;DF;DEFERIDO;00.817.115/0001-73;BSB CINEMA PRODUCOES LTDA;0,0;0,0;0,0;0,0;1500000,0;0,0;1000000,0;2500000,0;08/04/2014;25/04/2017
02-3810;Federal (ex - DF);BRASÍLIA;DF;DEFERIDO;00.817.115/0001-73;BSB CINEMA PRODUCOES LTDA;840000,0;746400,0;160000,0;500000,0;0,0;0,0;1020000,0;3266400,0;13/09/2002;09/06/2006
98-4762;Cobra Fumou (A) (Ex: Documentário: Exército na Segunda Guerra );BRASÍLIA;DF;DEFERIDO;00.817.115/0001-73;BSB CINEMA PRODUCOES LTDA;170000,0;287993,0;0,0;0,0;0,0;0,0;0,0;457993,0;07/12/1998;06/07/2001
21-0007;AQUELES DIAS;SÃO PAULO;SP;DEFERIDO;00.873.599/0001-78;B2 PRODUÇÃO CINE VIDEO EIRELI;0,0;0,0;2185000,0;0,0;0,0;0,0;0,0;2185000,0;17/02/2021;05/12/2022
20-0112;MÚSICA DE BRINQUEDO - SEGUNDA TEMPORADA (EX-MÚSICA DE BRINQUEDO);BELO HORIZONTE;MG;DEFERIDO;00.878.771/0001-86;ROTOMUSIC PRODUÇÕES E EVENTOS LTDA;0,0;0,0;0,0;0,0;0,0;370400,0;0,0;370400,0;24/11/2020;30/08/2022
15-0563;Abrindo o Armário;RIO DE JANEIRO;RJ;DEFERIDO;00.962.888/0001-43;LUBA FILMES LTDA.;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;27/10/2015;06/05/2016
15-0424;DIVALDO FRANCO;FORTALEZA;CE;DEFERIDO;00.975.333/0001-36;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;2100000,0;131250,0;2368750,0;0,0;0,0;4600000,0;31/08/2015;19/03/2018
12-0007;BATE CORAÇÃO;FORTALEZA;CE;DEFERIDO;00.975.333/0001-36;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;250000,0;742453,46;0,0;0,0;0,0;0,0;992453,46;14/06/2012;12/07/2016
09-0458;As Mães de Chico Xavier;FORTALEZA;CE;DEFERIDO;00.975.333/0001-36;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;350000,0;315000,0;1425746,31;0,0;0,0;0,0;2090746,31;31/05/2010;01/03/2011
97-3922;IREMOS A BEIRUTE;FORTALEZA;CE;DEFERIDO;00.975.333/0001-36;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;535792,0;0,0;0,0;0,0;0,0;0,0;535792,0;20/03/1997;25/02/1999
95-1224;For All-O Trampolim da Vitória;RIO DE JANEIRO;RJ;IRREGULAR;00.989.739/0001-78;BIGDENI FILMES DO BRASIL LTDA;479999,9884;2398012,0;0,0;1304518,0;0,0;0,0;0,0;4182529,9884;07/07/1994;31/01/1997
97-3600;Milagre em Juazeiro;FORTALEZA;CE;DEFERIDO;00.993.636/0001-81;M MARGARITA HERNANDEZ PASCUAL;0,0;700000,0;0,0;0,0;0,0;0,0;0,0;700000,0;01/12/1997;25/02/1999
01-2081;A Ilha da Morte (Ex-Minerva é nome de mulher);FORTALEZA;CE;DEFERIDO;00.993.636/0001-81;M MARGARITA HERNANDEZ PASCUAL;450000,0;700000,0;0,0;0,0;0,0;0,0;0,0;1150000,0;15/10/2001;28/04/2004
16-0804;Um outro Francisco;FORTALEZA;CE;DEFERIDO;00.993.636/0001-81;M MARGARITA HERNANDEZ PASCUAL;0,0;0,0;40270,0;0,0;200000,0;0,0;0,0;240270,0;14/12/2016;19/09/2018
05-0408;Sequestro (ex - Sequestro Urgente);RIO DE JANEIRO;RJ;IRREGULAR;01.006.566/0001-93;MIDMIX ENTRETENIMENTO LTDA;0,0;972821,0;0,0;0,0;0,0;0,0;0,0;972821,0;21/03/2006;06/06/2007
16-0080;A Corrida do Doping;FLORIANÓPOLIS;SC;DEFERIDO;01.009.824/0001-95;ARAPY PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;29/02/2016;08/08/2016
15-0337;Médicos Cubanos;FLORIANÓPOLIS;SC;DEFERIDO;01.009.824/0001-95;ARAPY PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;21/07/2015;09/09/2016
13-0059;Retrovisor;FLORIANÓPOLIS;SC;DEFERIDO;01.009.824/0001-95;ARAPY PRODUÇÕES LTDA.;412330,48;0,0;500000,0;0,0;0,0;0,0;0,0;912330,48;11/03/2013;21/03/2014
17-0661;CRIMES.COM (EX CRIMES VIRTUAIS);FLORIANÓPOLIS;SC;DEFERIDO;01.009.824/0001-95;ARAPY PRODUÇÕES LTDA.;0,0;0,0;0,0;0,0;0,0;2260255,22;0,0;2260255,22;14/11/2017;22/05/2018
02-4105;Carlos Oswald - O Poeta da Luz   (Ex - Carlos Oswald - O Poeta da Luz, O Filme);GUAPIMIRIM;RJ;IRREGULAR;01.021.227/0001-86;PAN EVENTOS E PROJETOS CULTURAIS LTDA;350000,0;0,0;0,0;0,0;0,0;0,0;0,0;350000,0;03/09/2003;02/02/2005
97-0437;Olé;RIO DE JANEIRO;RJ;DEFERIDO;01.071.967/0001-27;PANORAMA FILMES LTDA.;0,0;582437,0;0,0;0,0;0,0;0,0;0,0;582437,0;03/04/1997;20/04/1998
14-0245;Ela é o Cara - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;01.071.967/0001-27;PANORAMA FILMES LTDA.;0,0;0,0;0,0;0,0;119999,97;0,0;0,0;119999,97;17/07/2014;22/10/2014
03-0043;BELLINI E O DEMÔNIO;SAQUAREMA;RJ;IRREGULAR;01.097.887/0001-40;SANTA FÉ 1900 FILMES LTDA;8500,0;1000000,0;238100,0;800000,0;0,0;0,0;0,0;2046600,0;17/07/2003;13/12/2005
97-2595;Bellini e a Esfinge;SAQUAREMA;RJ;IRREGULAR;01.097.887/0001-40;SANTA FÉ 1900 FILMES LTDA;517000,0;1237100,0;0,0;185431,59;0,0;0,0;0,0;1939531,59;30/03/1998;20/03/2000
98-4718;Ilha Grande;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;72659,16;214060,0;0,0;0,0;0,0;0,0;0,0;286719,16;05/11/1998;03/05/2000
96-2403;AGUAMARINHA;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;0,0;818893,0;0,0;0,0;0,0;0,0;0,0;818893,0;25/09/1996;22/01/1997
00-0380;Estória de Trancoso;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;0,0;576192,0;0,0;0,0;0,0;0,0;0,0;576192,0;27/10/2000;05/02/2001
06-0258;ESTÓRIAS DE TRANCOSO - COMERCIALIZAÇÃO;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;0,0;16938,0;0,0;0,0;0,0;0,0;0,0;16938,0;02/10/2006;19/01/2007
07-0113;Fala Sério;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;0,0;0,0;1050000,0;0,0;0,0;0,0;0,0;1050000,0;22/05/2007;23/01/2008
10-0625;Tais & Taiane;SÃO PAULO;SP;DEFERIDO;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;0,0;0,0;600000,0;0,0;0,0;0,0;0,0;600000,0;29/04/2011;15/04/2013
98-3524;SERRA DO CIPÓ;RIO DE JANEIRO;RJ;IRREGULAR;01.120.593/0001-92;FITA GOMADA PRODUÇÕES ARTÍSTICAS LTDA ME;0,0;52219,0;0,0;0,0;0,0;0,0;0,0;52219,0;05/12/1998;28/06/1999
20-0077;MACUNAÍMA - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;DEFERIDO;01.125.538/0001-95;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;150000,0;0,0;0,0;150000,0;21/05/2020;19/10/2021
13-0266;NÃO DEVORE MEU CORAÇÃO! (EX CURVA DE RIO SUJO) ;RIO DE JANEIRO;RJ;DEFERIDO;01.125.538/0001-95;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;530000,0;0,0;800000,0;0,0;0,0;1330000,0;01/08/2013;11/06/2015
16-0412;Aurora;RIO DE JANEIRO;RJ;DEFERIDO;01.125.538/0001-95;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;500000,0;0,0;0,0;0,0;0,0;500000,0;29/07/2016;17/12/2018
07-0276;A Alegria;RIO DE JANEIRO;RJ;DEFERIDO;01.125.538/0001-95;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;600000,0;0,0;0,0;0,0;0,0;600000,0;16/11/2007;03/10/2008
03-0347;O rei de uma nota só e a borboleta azul II;BRASÍLIA;DF;DEFERIDO;01.137.954/0001-03;F. R. DUARTE PRODUCOES LTDA;0,0;0,0;113000,0;0,0;0,0;0,0;0,0;113000,0;25/02/2004;16/04/2008
05-0285;Peixonauta: Agente Secreto da O.S.T.R.A. (Ex - Peixonauta);SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;1000000,0;1208004,0;208000,0;0,0;568282,0;0,0;2984286,0;28/12/2005;27/02/2007
07-0508;Tarsilinha;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;1030000,0;1476200,0;0,0;0,0;0,0;0,0;2506200,0;25/03/2008;25/01/2010
09-0370;As Novas Missões do Peixonauta - Animação;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;875000,0;0,0;0,0;450000,0;0,0;1325000,0;04/02/2010;11/07/2014
09-0384;Peixonauta: O Filme (Ex- Um Pequeno Problema) - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;1000000,0;1337427,36;0,0;0,0;0,0;0,0;2337427,36;15/12/2009;22/05/2012
15-0682;O Show da Luna! (Terceira Temporada) - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;100000,0;0,0;0,0;1808652,0;0,0;1908652,0;18/12/2015;30/03/2017
14-0019;O Show de Luna (Segunda Temporada) (Ex - Luna Chamando! (Segunda Temporada)) - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;1426000,0;0,0;0,0;350000,0;0,0;1776000,0;24/01/2014;04/12/2014
10-0459;Luna Chamando! - Animação;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;324001,0;0,0;0,0;250000,0;0,0;574001,0;25/05/2011;25/01/2014
18-0850;O Show da Luna! Sexta Temporada;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;800000,0;0,0;0,0;1604273,04;0,0;2404273,04;12/11/2018;23/02/2021
18-0275;Charlie, o entrevistador de coisas (Ex Charlie Show);SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;1400000,0;29562,3;0,0;753000,0;0,0;2182562,3;10/05/2018;19/12/2018
18-0310;O Show da Luna! Quinta Temporada;SÃO PAULO;SP;DEFERIDO;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;0,0;0,0;1000000,0;48173,89;0,0;1485870,0;0,0;2534043,89;23/05/2018;02/10/2018
04-0296;SUBSOLO UNDERGROUND;SÃO PAULO;SP;IRREGULAR;01.163.107/0001-13;TERRANOVA FILMES LTDA-ME;0,0;20500,0;0,0;125694,55;0,0;0,0;0,0;146194,55;28/12/2004;23/05/2005
08-0299;Marcelo Yuka no caminho das setas;SÃO PAULO;SP;DEFERIDO;01.179.201/0001-60;VIDEOFORUM FILMES PRODUÇÕES ARTÍSTICAS LTDA.;0,0;0,0;600000,0;0,0;0,0;0,0;0,0;600000,0;07/10/2008;30/06/2011
16-0133;Dorival Caymmi - um homem de afetos;SÃO PAULO;SP;DEFERIDO;01.179.201/0001-60;VIDEOFORUM FILMES PRODUÇÕES ARTÍSTICAS LTDA.;0,0;0,0;80000,0;0,0;0,0;0,0;0,0;80000,0;13/04/2016;24/05/2019
99-3681;Garrincha - Estrela Solitária ( Ex.: Estrela Solitária ) ;BELO HORIZONTE;MG;IRREGULAR;01.219.300/0001-29;FAM PRODUÇÕES LTDA - ME - (BAIXADO);600000,0;1130000,0;0,0;0,0;0,0;0,0;0,0;1730000,0;29/10/1999;16/01/2002
97-3891;CIRCO DAS QUALIDADES HUMANAS (O);BELO HORIZONTE;MG;IRREGULAR;01.219.300/0001-29;FAM PRODUÇÕES LTDA - ME - (BAIXADO);0,0;200000,0;0,0;0,0;0,0;0,0;0,0;200000,0;31/10/1997;19/02/1999
98-4673;Risco - Vida e obra  de Lucio Costa ( O );RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;339000,0;287000,0;0,0;0,0;0,0;0,0;0,0;626000,0;05/08/1998;05/01/2001
10-0352;São Sebastião do Rio de Janeiro - A Formação de uma Cidade;RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;0,0;713000,0;977000,0;0,0;0,0;0,0;0,0;1690000,0;08/12/2010;10/03/2014
16-0719;Caminho do Mar (Distribuição);RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;0,0;255000,0;195000,0;0,0;0,0;0,0;0,0;450000,0;14/11/2016;02/01/2018
15-0545;Cidade Indígena;RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;0,0;1401482,0;88000,0;0,0;0,0;0,0;0,0;1489482,0;26/10/2015;22/03/2019
14-0502;CAMINHO DO MAR (RIO AZUL, A HISTÓRIA DA ÁGUAS);RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;0,0;800000,0;900000,0;0,0;0,0;0,0;0,0;1700000,0;28/11/2014;17/09/2015
04-0106;O Diário de Tati (ex  Tati - O Filme);RIO DE JANEIRO;RJ;DEFERIDO;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;0,0;1469496,0;230000,0;1000000,0;0,0;0,0;0,0;2699496,0;02/09/2004;21/02/2006
05-0310;ESTRANHOS;SALVADOR;BA;DEFERIDO;01.231.528/0001-34;ARAÇÁ AZUL PRODUÇÃO EVENTOS E TURISMO LTDA;240000,0;0,0;360000,0;0,0;0,0;0,0;0,0;600000,0;09/12/2005;09/01/2007
07-0332;Uma grande Sacada - A Ascensão do vôlei no Brasil;RIO DE JANEIRO;RJ;IRREGULAR;01.235.517/0001-22;JBL SERVIÇOS PRODUÇÕES E PROMOÇÕES ARTÍSTICAS LTDA;0,0;0,0;200000,0;0,0;0,0;0,0;0,0;200000,0;11/01/2008;01/04/2011
16-0653;DE CARONA COM OS ÓVNIS;PORTO ALEGRE;RS;DEFERIDO;01.246.684/0001-79;CLIP PRODUTORA DE CINEMA E VÍDEO LTDA;0,0;0,0;0,0;0,0;0,0;2193197,86;0,0;2193197,86;13/10/2016;22/02/2017
03-0370;SOBREVIVENTES - OS FILHOS DA GUERRA DOS CANUDOS;RIO DE JANEIRO;RJ;DEFERIDO;01.254.746/0001-94;CANAL IMAGINARIO COMUNICAÇÃO LTDA;169993,27;0,0;0,0;0,0;0,0;0,0;0,0;169993,27;22/12/2003;15/01/2004
17-0029;SUBMERSOS (ex - SUBMERSO) ;FLORIANÓPOLIS;SC;DEFERIDO;01.282.220/0001-18;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;0,0;0,0;0,0;0,0;0,0;617306,23;0,0;617306,23;01/02/2017;30/05/2019
15-0007;As Fabulosas Aventuras de Inez ;FLORIANÓPOLIS;SC;DEFERIDO;01.282.220/0001-18;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;0,0;0,0;125000,0;0,0;0,0;0,0;0,0;125000,0;13/01/2015;29/11/2018
11-0023;Osmar, a Primeira Fatia do Pão de Forma - O Filme - Animação;SÃO PAULO;SP;DEFERIDO;01.287.007/0001-07;44 BICO LARGO COMERCIAL LTDA;0,0;1000000,0;600000,0;0,0;0,0;0,0;0,0;1600000,0;21/06/2011;13/11/2013
15-0389;AMAZON ADVENTURE;BRAGANÇA PAULISTA;SP;DEFERIDO;01.287.908/0001-90;AVENTURAS PRODUÇÕES E EDIÇÕES EDUCATIVAS LTDA;0,0;0,0;1700000,0;0,0;0,0;0,0;0,0;1700000,0;13/08/2015;08/02/2018
99-3613;Fora do Figurino;SÃO PAULO;SP;DEFERIDO;01.301.355/0001-83;PAULO PÉLICO - ME;150000,0;510241,0;0,0;0,0;0,0;0,0;0,0;660241,0;25/12/1999;20/12/1999
11-0183;Se a vida começasse agora;FLORIANÓPOLIS;SC;DEFERIDO;01.349.050/0001-41;INFLUÊNCIA FILMES LTDA. ME;0,0;2792000,0;1157650,0;219880,83;0,0;0,0;0,0;4169530,83;12/08/2011;04/08/2014
04-0156;SEGURANÇA NACIONAL;FLORIANÓPOLIS;SC;DEFERIDO;01.349.050/0001-41;INFLUÊNCIA FILMES LTDA. ME;0,0;430500,0;663373,0;500000,0;0,0;0,0;0,0;1593873,0;29/10/2004;18/05/2006
03-0053;A FRONTEIRA;FLORIANÓPOLIS;SC;DEFERIDO;01.349.050/0001-41;INFLUÊNCIA FILMES LTDA. ME;175000,0;0,0;0,0;0,0;0,0;0,0;0,0;175000,0;25/07/2003;02/02/2005
07-0382;O Arrasador de Corações;FLORIANÓPOLIS;SC;DEFERIDO;01.349.050/0001-41;INFLUÊNCIA FILMES LTDA. ME;0,0;0,0;825595,02;0,0;0,0;0,0;0,0;825595,02;07/12/2007;02/04/2009
17-0652;PÉROLA;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;2750000,0;0,0;0,0;2750000,0;08/11/2017;05/04/2018
17-0376;A CLINICA;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;400000,0;0,0;0,0;400000,0;02/08/2017;27/08/2020
07-0290;Erva do Rato;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;800000,0;0,0;0,0;0,0;0,0;800000,0;26/09/2007;26/02/2008
14-0103;Piedade;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;27/03/2014;24/01/2017
15-0531;PERRENGUE;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;0,0;671647,23;0,0;671647,23;16/10/2015;27/12/2016
15-0044;Vitrines;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;1747500,0;0,0;0,0;1747500,0;25/02/2015;30/03/2021
16-0752;UM CERTO WILSON;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;29/11/2016;30/08/2017
16-0657;PÉROLA - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;DEFERIDO;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;0,0;0,0;0,0;0,0;250000,0;0,0;0,0;250000,0;14/10/2016;29/11/2016
08-0461;Minha Vida é a Minha Cara (ex - Estilo de Vida);RECIFE;PE;DEFERIDO;01.374.871/0001-38;LUNI PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;1500000,0;0,0;1500000,0;27/01/2009;02/04/2009
08-0217;Amazônia Desconhecida (Ex - O Caminho do Meio);SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;364764,6;0,0;0,0;0,0;156616,36;0,0;0,0;521380,96;27/08/2008;29/06/2011
08-0643;Amazônia - Planeta verde;SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;0,0;2024667,14;20827,67;1443000,0;0,0;0,0;3488494,81;16/09/2009;29/01/2013
10-0219;Até Que a Sorte nos Separe (Ex - Sorte Grande) (EX- Casais Inteligentes Enriquecem Juntos);SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;500000,0;1020040,0;1200000,0;0,0;0,0;0,0;2720040,0;01/10/2010;23/09/2011
10-0306;O Lobo Atrás da Porta;SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;0,0;0,0;0,0;0,0;150000,0;0,0;150000,0;07/10/2010;02/09/2013
09-0337;Brincante;SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;200000,0;1200000,0;0,0;0,0;0,0;0,0;1400000,0;29/10/2009;23/05/2011
09-0310;Sem Limites;SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;0,0;0,0;0,0;244943,19;0,0;0,0;244943,19;09/12/2009;23/08/2012
09-0255;TUDO QUE APRENDEMOS JUNTOS (Ex- Acorda Brasil);SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;1250000,0;2748335,0;2322921,36;446030,25;0,0;0,0;6767286,61;09/12/2009;25/03/2011
09-0460;Desculpe o Transtorno (Ex - Histórias de Amor) (Ex - Ponte Aérea);SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;0,0;850000,0;3000000,0;0,0;1603755,7;0,0;5453755,7;24/02/2010;17/05/2013
09-0445;"Extinções - ""Onça-Pintada e os Corredores da Vida"" & ""Guepardo, Correndo pela Vida""";SÃO PAULO;SP;DEFERIDO;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;0,0;0,0;1100000,0;0,0;0,0;0,0;0,0;1100000,0;14/04/2010;28/12/2010
